cluster,n,outcome_rate,mean_Pregnancies,mean_Glucose,mean_BloodPressure,mean_SkinThickness,mean_Insulin,mean_BMI,mean_DiabetesPedigreeFunction,mean_Age
0,352,0.5710227272727273,6.1477272727272725,138.8096590909091,78.61079545454545,32.62215909090909,169.48863636363637,35.306534090909096,0.5166392045454544,41.06818181818182
1,416,0.16105769230769232,2.9639423076923075,107.14182692307692,67.1201923076923,26.134615384615383,116.28846153846153,30.04254807692308,0.43399999999999994,26.61778846153846
